rating,ulasan
bintang 5,"tipe kulitku berminyak tipe kulitku sensitif under tone kulitku netral, lumayan pas di muka walaupun berharap agak lebih cerah lagi hasilnya setelah dipakai di wajah."
bintang 5,"Ringan banget dan gampang nempel ya, hanya sptnya kurang meng-cover noda ya, dia cenderung natural nyatu sama warna asli kulit. Baru dicoba pd punggung kulit tangan, belu..."
bintang 5,"Bahan halus, nyaman & mencover wajah, awet , cucook.. bikin cuantiiik"
bintang 5,"pengiriman cepat, dan sukabgt sama cushion ini karna cover bekas jerawat banget kaya afternya blur gitu"
bintang 5,"BB cushion like, simple n practical, but be careful dengan pemilihan tone warnanya. Utk kulit sawo matang spt saya, ternyata Beige masih kurang gelap. Sedangkan hanya tin..."
bintang 5,"Barang sampai dgn aman dan cepat jg, baru mau coba pertama kali cushion nya, dpt harga disc, smoga cocok dan gak salah sade.. Tq seller 👌"
bintang 5,"ringan dikulit, bisa mengcover , tahan lama. kemasanannya pun cantik. aku beli di toko ini yang ke-2, benar² penjual yg amanah. barang sampai cepat tanpa kerusakan. sukse..."
bintang 5,"barang sesuai deskripsi dan foto, proses pengiriman cepat. admin respos chat juga bagus dan cepat"
bintang 5,"sdh diterima, proses cepat..
 tipe kulitku sensitif,  under tone kulitku netral.. 
lumayan bisa menutup noda bekas jrwat tipis2.. thx seller.."
bintang 5,udah lama pengen bgt nyobain cushion ini. semoga cocok di kulitku yg mature skin
bintang 5,"barang ori
pengiriman cepat
packaging aman trusted"
bintang 5,"Baru pertama kali nyoba nih dari skintific, banyak yang review katanya bagus tapi emang sih pas di pake ke muka gak bikin berminyak tp gatau kalo terkena sinar matahari l..."
bintang 5,"Bahannya ringan, gampang diserap & cocok sama kulit kering aku. Melembabkan banget. Favorit, deh!"
bintang 5,"tipe kulitku kombinasi.
bedaknya cocok banget. nggak bikin kulit jadi kering.
makasih ya seller.👍👍👍"
bintang 5,"fast respon, cepat pengirimannya dan dibungkus dengan rapih, masa daluarsa masih lama"
bintang 5,"Bahannya ringan, coveragenya natural banget, ga bikin kulit kering juga.. Mantap pokoknyaa❤️❤️"
bintang 5,"tipe kulitku normal..
Belum dicoba.. Katanya si bagus.. Masih tersegel belum butuh.. Expired Masih lama.. Thanks seller.. Moga2 Cocok🤗🙏🏻"
bintang 5,"waw udh langsung dicoba di wajah, sumpah ringan banget dan bekas jerawatnya ketutup banget, ternyata review2 dari y.ot.be benar banget 👍👍👍, packing nya rapi dan super..."
bintang 5,"tipe kulitku kering, oke pake ini ga bikin kering. coverage medium, ga berat. refill nya gampang di pasang + sudah dapat sponge baru juga."
bintang 5,Barang diterima dengan baik dan sesuai deskripsi. Bahannya ringan buat kulit aq yang cenderung sensitif. Coverage nya bagus banget. Sat set sat set langsung glowing. Resp...
bintang 5,"tipe kulitku berminyak tipe kulitku sensitif under tone kulitku netral, lumayan pas di muka walaupun berharap agak lebih cerah lagi hasilnya setelah dipakai di wajah."
bintang 5,"Ringan banget dan gampang nempel ya, hanya sptnya kurang meng-cover noda ya, dia cenderung natural nyatu sama warna asli kulit. Baru dicoba pd punggung kulit tangan, belu..."
bintang 5,"Bahan halus, nyaman & mencover wajah, awet , cucook.. bikin cuantiiik"
bintang 5,"pengiriman cepat, dan sukabgt sama cushion ini karna cover bekas jerawat banget kaya afternya blur gitu"
bintang 5,"BB cushion like, simple n practical, but be careful dengan pemilihan tone warnanya. Utk kulit sawo matang spt saya, ternyata Beige masih kurang gelap. Sedangkan hanya tin..."
bintang 5,"Barang sampai dgn aman dan cepat jg, baru mau coba pertama kali cushion nya, dpt harga disc, smoga cocok dan gak salah sade.. Tq seller 👌"
bintang 5,"ringan dikulit, bisa mengcover , tahan lama. kemasanannya pun cantik. aku beli di toko ini yang ke-2, benar² penjual yg amanah. barang sampai cepat tanpa kerusakan. sukse..."
bintang 5,"barang sesuai deskripsi dan foto, proses pengiriman cepat. admin respos chat juga bagus dan cepat"
bintang 5,"sdh diterima, proses cepat..
 tipe kulitku sensitif,  under tone kulitku netral.. 
lumayan bisa menutup noda bekas jrwat tipis2.. thx seller.."
bintang 5,udah lama pengen bgt nyobain cushion ini. semoga cocok di kulitku yg mature skin
bintang 5,Produk sesuai dengan deskripsi. Seller responsif dan rekomended 👍
bintang 5,"bagus, cocok di kulit, rasanya ringan bgt, high coverage, pengiriman sangat cepat
aku suka"
bintang 5,"respon cepat,ramah, packing bgs ,brg cepat sampai, brg komplit sampai sesuai pesanan, exp date masih lama 🙏☺️ makasih y sis, semoga bisa langganan terus belanja disini y"
bintang 5,packaginya bner² aman banget nyampe dgn selamat dengan buble warp yang melimpah akam tetapi sed nya kurang cocok di kulitku ternyata🥲
bintang 5,bagus produknya cuma krn msh produk baru jd utk pemilihan warna agak susah milih shadenya.warna ivory di merek ini beda dgn produk ivory merek lain.so diwajahku jd agak g...
bintang 5,"coverage nya bagus buat nutupin bekas jerawat, makin lama makin menyatu dgn kulit, ringan bgt, ak suka yg ivory cocok sm under tone kulit ku 👍"
bintang 5,Quality and paling packing OK Top sheller
bintang 5,"ringan bgt, hasilnya bagus"
bintang 5,bahannya ringan menyatu dengan kulit sy sudah pakai ini sejak sy lihat iklannya cocok bgt ke kulit sy
bintang 5,"Cushionnya full coverage, warnanya pas sm tone kulit saya, wanginya enak & ada sensasi dingin di kulit. Ga oksidasi di saya, gampang pengaplikasiannya, semi glow &amp..."
bintang 5,"Finally dpt cushion ini juga!😆 pilih shade vanilla awalnya memang takut keterangan di muka kayak dempul, tp lama2 ngga kok. Memang oksidasi sih sesuai review2nya. Foto 1..."
bintang 5,"Bener2 nutupin semua dosa2 di muka😂. Tapi buat aku yang sudah ada kerutan2 halus di muka, pada saat ga senyum memang ga terlihat kerutan nya, tapi waktu senyum huaaa mun..."
bintang 5,"produk sudah diterima dengan baik. pengiriman cepat pake sameday GTL, pesan malam besok siangan udah sampai. utk produknya sendiri cocok👍🏻 bener2 ngecover banget, cm sa..."
bintang 5,"Repeat order, skin terlihat glowing, awal pemakaian agak lengket, awet seharian"
bintang 5,"seller recomend punya, original, pengiriman cepat."
bintang 5,"tipe kulitku berminyak.
sudah pakai dan cocok di kulit. seller amanah, pengiriman cepat pengemasan aman dan produk ok."
bintang 5,"Kaget waktu pertama apply bagus bgt finishnya. Full coverage tp ga lengket. Warna cocok, sesuai. Puffnya juga soo smooth and ada ujungnya jd bs ke inner corner mata. Pack..."
bintang 5,"Baru pertama beli dan coba, sempet khawatir takut salah shade, ternyata harusnya naikin 1 tingkat diatas jd shade no.2 tp ternyata petal cukup cocok di kulit sy utk daily..."
bintang 5,"packing oke, kondisi bagus, exp msh lama.. semoga cocok, spy bs repeat order lg😉"
bintang 5,"Packing rapi - aman, Pengiriman Cepat, Barang Ori dan Sesuai pesanan."
bintang 5,Produk sesuai dengan deskripsi. Seller responsif dan rekomended 👍
bintang 5,"bagus, cocok di kulit, rasanya ringan bgt, high coverage, pengiriman sangat cepat
aku suka"
bintang 5,"respon cepat,ramah, packing bgs ,brg cepat sampai, brg komplit sampai sesuai pesanan, exp date masih lama 🙏☺️ makasih y sis, semoga bisa langganan terus belanja disini y"
bintang 5,packaginya bner² aman banget nyampe dgn selamat dengan buble warp yang melimpah akam tetapi sed nya kurang cocok di kulitku ternyata🥲
bintang 5,bagus produknya cuma krn msh produk baru jd utk pemilihan warna agak susah milih shadenya.warna ivory di merek ini beda dgn produk ivory merek lain.so diwajahku jd agak g...
bintang 5,"coverage nya bagus buat nutupin bekas jerawat, makin lama makin menyatu dgn kulit, ringan bgt, ak suka yg ivory cocok sm under tone kulit ku 👍"
bintang 5,Quality and paling packing OK Top sheller
bintang 5,"ringan bgt, hasilnya bagus"
bintang 5,bahannya ringan menyatu dengan kulit sy sudah pakai ini sejak sy lihat iklannya cocok bgt ke kulit sy
bintang 5,"Cushionnya full coverage, warnanya pas sm tone kulit saya, wanginya enak & ada sensasi dingin di kulit. Ga oksidasi di saya, gampang pengaplikasiannya, semi glow &amp..."
bintang 5,"Finally dpt cushion ini juga!😆 pilih shade vanilla awalnya memang takut keterangan di muka kayak dempul, tp lama2 ngga kok. Memang oksidasi sih sesuai review2nya. Foto 1..."
bintang 5,"Bener2 nutupin semua dosa2 di muka😂. Tapi buat aku yang sudah ada kerutan2 halus di muka, pada saat ga senyum memang ga terlihat kerutan nya, tapi waktu senyum huaaa mun..."
bintang 5,"produk sudah diterima dengan baik. pengiriman cepat pake sameday GTL, pesan malam besok siangan udah sampai. utk produknya sendiri cocok👍🏻 bener2 ngecover banget, cm sa..."
bintang 5,"Repeat order, skin terlihat glowing, awal pemakaian agak lengket, awet seharian"
bintang 5,"seller recomend punya, original, pengiriman cepat."
bintang 5,"tipe kulitku berminyak.
sudah pakai dan cocok di kulit. seller amanah, pengiriman cepat pengemasan aman dan produk ok."
bintang 5,"Kaget waktu pertama apply bagus bgt finishnya. Full coverage tp ga lengket. Warna cocok, sesuai. Puffnya juga soo smooth and ada ujungnya jd bs ke inner corner mata. Pack..."
bintang 5,"Baru pertama beli dan coba, sempet khawatir takut salah shade, ternyata harusnya naikin 1 tingkat diatas jd shade no.2 tp ternyata petal cukup cocok di kulit sy utk daily..."
bintang 5,"packing oke, kondisi bagus, exp msh lama.. semoga cocok, spy bs repeat order lg😉"
bintang 5,"Packing rapi - aman, Pengiriman Cepat, Barang Ori dan Sesuai pesanan."
bintang 5,Produk sesuai dengan deskripsi. Seller responsif dan rekomended 👍
bintang 5,"bagus, cocok di kulit, rasanya ringan bgt, high coverage, pengiriman sangat cepat
aku suka"
bintang 5,"respon cepat,ramah, packing bgs ,brg cepat sampai, brg komplit sampai sesuai pesanan, exp date masih lama 🙏☺️ makasih y sis, semoga bisa langganan terus belanja disini y"
bintang 5,packaginya bner² aman banget nyampe dgn selamat dengan buble warp yang melimpah akam tetapi sed nya kurang cocok di kulitku ternyata🥲
bintang 5,bagus produknya cuma krn msh produk baru jd utk pemilihan warna agak susah milih shadenya.warna ivory di merek ini beda dgn produk ivory merek lain.so diwajahku jd agak g...
bintang 5,"coverage nya bagus buat nutupin bekas jerawat, makin lama makin menyatu dgn kulit, ringan bgt, ak suka yg ivory cocok sm under tone kulit ku 👍"
bintang 5,Quality and paling packing OK Top sheller
bintang 5,"ringan bgt, hasilnya bagus"
bintang 5,bahannya ringan menyatu dengan kulit sy sudah pakai ini sejak sy lihat iklannya cocok bgt ke kulit sy
bintang 5,"Cushionnya full coverage, warnanya pas sm tone kulit saya, wanginya enak & ada sensasi dingin di kulit. Ga oksidasi di saya, gampang pengaplikasiannya, semi glow &amp..."
bintang 5,"Cushion ini di kulitku finishnya awalnya semi matte, tp setelah set jadi matte dan ga gampang geser. Utk shadenya syukurnya pas banget di kulitku yg netral dan sdikit yel..."
bintang 5,"seperti biasa , barang original dan pagaging rapi. paking nya rapi dan aman ,pengiriman cepat."
bintang 5,Bagus bangeeeettt sukak!!!  tipe kulitku kering tipe kulitku berminyak tipe kulitku normal
bintang 5,"Barang original, pengiriman cepat, kemasan refil lebih ramah lingkungan"
bintang 5,"hi guys wts shade beige, segel kaca masih aman, segel cushion baru aku buka setengah, puff masih bersih.. idr 130k aja bisa nego

bisa dm ig @jeyhandeuki thankyou!"
bintang 5,Coverragenya oke. Shadenya juga pas banget di kulit
bintang 5,"Bagus banget skintific ini, aku suka belanja disini"
bintang 5,"COVERED! asli suka bngt, cuma sayang sedikit agak putih, harusnya petal sih tapi suka sih alhamdulillah package rapi plus pengiriman super ceept"
bintang 5,"Pengirimannya cepat, packing baik, barang sesuai pesanan, kegunaan barang sesuai desc, mengcover kulit dgn baik dan tdk membuat kering."
bintang 5,"Skinific sering2 promo kaya gini donk, tiap akhir bulan jg ga apa.. Hehee.. Over all pengiriman cepat, dikemas dengan baik dan aman.. Terima kasih Skinific sudah membuat..."
bintang 5,"tokony gercep, packingan oke, brg tiba dgn baik& ed jg jauh. brgny original sesuai pesanan saya. puas belanja ditoko ini"
bintang 5,Barangnya sesuai dengan pemesanan packingnya aman pengirimannya sangat cepat harganya sangat terjangkau
bintang 5,"PO 30 hari tapi baru 2 hari udh dateng dooong, penuh perjuangan banget dpt in Cushion ini, emang bagus sih, pengiriman jg cepet, terima kasih ya"
bintang 5,"Packaging mewah & ringan jd enak untuk dibawa2, hasil nya jg bagus di wajah 😍"
bintang 5,"Beli ini buat istri..mantap barangnya, seller responsif, packing rapi..thanx seller 🤝👍👍👍"
bintang 5,"Sdh pakai sblmnya, ringan, bagus banget lgsg menyatu dgn kulit tanpa hrs pakai tebal..exp jg mah lama, sukses selalu.."
bintang 5,beli disini selalu super duper fast response prosesnya.. sblmnya galau mau pilih shade sand atau honey.. untungnya yg sand pas banget.. coveragenya bagus..
bintang 5,"ini bagus sihh, aku pake ditangan udah kena air, cuci piring tp tetep stay, di muka aku yg gelap warna honey ini cocok tp berhubung aku gampang keringetan & berminyak..."
bintang 5,Packaging aman 🙏. Proses pesanan cepat. Packaging rapi.
bintang 5,warnanya sama bgt kayak warna kulitkuu tp dia agak kekuningan dikit sih but it’s ok! 🦋 yg versi besarnya habis HUHU padahal mau bgt cuma karena penasaran sm cushion skin...
bintang 5,"Cushion ini di kulitku finishnya awalnya semi matte, tp setelah set jadi matte dan ga gampang geser. Utk shadenya syukurnya pas banget di kulitku yg netral dan sdikit yel..."
bintang 5,"seperti biasa , barang original dan pagaging rapi. paking nya rapi dan aman ,pengiriman cepat."
bintang 5,Bagus bangeeeettt sukak!!!  tipe kulitku kering tipe kulitku berminyak tipe kulitku normal
bintang 5,"Barang original, pengiriman cepat, kemasan refil lebih ramah lingkungan"
bintang 5,"hi guys wts shade beige, segel kaca masih aman, segel cushion baru aku buka setengah, puff masih bersih.. idr 130k aja bisa nego

bisa dm ig @jeyhandeuki thankyou!"
bintang 5,Coverragenya oke. Shadenya juga pas banget di kulit
bintang 5,"Bagus banget skintific ini, aku suka belanja disini"
bintang 5,"COVERED! asli suka bngt, cuma sayang sedikit agak putih, harusnya petal sih tapi suka sih alhamdulillah package rapi plus pengiriman super ceept"
bintang 5,"Pengirimannya cepat, packing baik, barang sesuai pesanan, kegunaan barang sesuai desc, mengcover kulit dgn baik dan tdk membuat kering."
bintang 5,"Skinific sering2 promo kaya gini donk, tiap akhir bulan jg ga apa.. Hehee.. Over all pengiriman cepat, dikemas dengan baik dan aman.. Terima kasih Skinific sudah membuat..."
bintang 5,"tokony gercep, packingan oke, brg tiba dgn baik& ed jg jauh. brgny original sesuai pesanan saya. puas belanja ditoko ini"
bintang 5,Barangnya sesuai dengan pemesanan packingnya aman pengirimannya sangat cepat harganya sangat terjangkau
bintang 5,"PO 30 hari tapi baru 2 hari udh dateng dooong, penuh perjuangan banget dpt in Cushion ini, emang bagus sih, pengiriman jg cepet, terima kasih ya"
bintang 5,"Packaging mewah & ringan jd enak untuk dibawa2, hasil nya jg bagus di wajah 😍"
bintang 5,"Beli ini buat istri..mantap barangnya, seller responsif, packing rapi..thanx seller 🤝👍👍👍"
bintang 5,"Sdh pakai sblmnya, ringan, bagus banget lgsg menyatu dgn kulit tanpa hrs pakai tebal..exp jg mah lama, sukses selalu.."
bintang 5,beli disini selalu super duper fast response prosesnya.. sblmnya galau mau pilih shade sand atau honey.. untungnya yg sand pas banget.. coveragenya bagus..
bintang 5,"ini bagus sihh, aku pake ditangan udah kena air, cuci piring tp tetep stay, di muka aku yg gelap warna honey ini cocok tp berhubung aku gampang keringetan & berminyak..."
bintang 5,Packaging aman 🙏. Proses pesanan cepat. Packaging rapi.
bintang 5,warnanya sama bgt kayak warna kulitkuu tp dia agak kekuningan dikit sih but it’s ok! 🦋 yg versi besarnya habis HUHU padahal mau bgt cuma karena penasaran sm cushion skin...
bintang 5,"Cushion ini di kulitku finishnya awalnya semi matte, tp setelah set jadi matte dan ga gampang geser. Utk shadenya syukurnya pas banget di kulitku yg netral dan sdikit yel..."
bintang 5,"seperti biasa , barang original dan pagaging rapi. paking nya rapi dan aman ,pengiriman cepat."
bintang 5,Bagus bangeeeettt sukak!!!  tipe kulitku kering tipe kulitku berminyak tipe kulitku normal
bintang 5,"Barang original, pengiriman cepat, kemasan refil lebih ramah lingkungan"
bintang 5,"hi guys wts shade beige, segel kaca masih aman, segel cushion baru aku buka setengah, puff masih bersih.. idr 130k aja bisa nego

bisa dm ig @jeyhandeuki thankyou!"
bintang 5,Coverragenya oke. Shadenya juga pas banget di kulit
bintang 5,"Bagus banget skintific ini, aku suka belanja disini"
bintang 5,"COVERED! asli suka bngt, cuma sayang sedikit agak putih, harusnya petal sih tapi suka sih alhamdulillah package rapi plus pengiriman super ceept"
bintang 5,"Pengirimannya cepat, packing baik, barang sesuai pesanan, kegunaan barang sesuai desc, mengcover kulit dgn baik dan tdk membuat kering."
bintang 5,"Skinific sering2 promo kaya gini donk, tiap akhir bulan jg ga apa.. Hehee.. Over all pengiriman cepat, dikemas dengan baik dan aman.. Terima kasih Skinific sudah membuat..."
bintang 5,"tokony gercep, packingan oke, brg tiba dgn baik& ed jg jauh. brgny original sesuai pesanan saya. puas belanja ditoko ini"
bintang 5,Barangnya sesuai dengan pemesanan packingnya aman pengirimannya sangat cepat harganya sangat terjangkau
bintang 5,"PO 30 hari tapi baru 2 hari udh dateng dooong, penuh perjuangan banget dpt in Cushion ini, emang bagus sih, pengiriman jg cepet, terima kasih ya"
bintang 5,"Packaging mewah & ringan jd enak untuk dibawa2, hasil nya jg bagus di wajah 😍"
bintang 5,"Beli ini buat istri..mantap barangnya, seller responsif, packing rapi..thanx seller 🤝👍👍👍"
bintang 5,"Sdh pakai sblmnya, ringan, bagus banget lgsg menyatu dgn kulit tanpa hrs pakai tebal..exp jg mah lama, sukses selalu.."
bintang 5,beli disini selalu super duper fast response prosesnya.. sblmnya galau mau pilih shade sand atau honey.. untungnya yg sand pas banget.. coveragenya bagus..
bintang 5,"ini bagus sihh, aku pake ditangan udah kena air, cuci piring tp tetep stay, di muka aku yg gelap warna honey ini cocok tp berhubung aku gampang keringetan & berminyak..."
bintang 5,Packaging aman 🙏. Proses pesanan cepat. Packaging rapi.
bintang 5,warnanya sama bgt kayak warna kulitkuu tp dia agak kekuningan dikit sih but it’s ok! 🦋 yg versi besarnya habis HUHU padahal mau bgt cuma karena penasaran sm cushion skin...
bintang 5,"respon cepat, packing bgs,brg cepat sampai, brg komplit aman sampai sesuai pesanan,exp date masih lama 🙏😊 makasih y sis"
bintang 5,Bagus sesuai exp masih lama 2025..semoga cocok ya coba Refill nya dulu..TRIms
bintang 5,Baru buka packaging . Belum coba . Packaging rapih dan aman . Datang cepat . Semoga cocok . Tetap tingkatkan pelayanan
bintang 5,Semoga shade nya cocok. Packaging aman dan bubble wrap tebal
bintang 5,"sekelas refill in sih bagus banget 😍😍... 
mulai dr packing aman banget, sampai kemasan produk'a juga bagus bangett... 
terima kasih ya 🙏🙏"
bintang 5,"ini cushion paling Keren dari sekian bnyk cushion yg prnh sy pakai. 1x tap aja udh bisa utk setengah wajah. hasilnya ringan di wajah. seller fast respon, barang PO tp gk..."
bintang 5,barang sesuai deskripsi.barang sesuai pesanan. respon penjual n pengiriman sangat bagus.
bintang 5,sangat bagus cocok banget dimuka jadinglowing masyaallah terimkasih skintificc sudah bikin aku cantikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkksksksksksksksnsnsn😋😋😋😋😋😋😋
bintang 5,"Barang sesuai deskripsi, packing bagus,aman.
Beli cushion ini karena sudah coba dan bener2 all coverage, no cakey👍
thank you skintific💜"
bintang 5,"Barang udah diterima sesuai deskripsi, dlm keadaan baik & aman.
Baru coba produk ini, semoga cocok utk kulit wajah-q."
bintang 5,"Barang sesuai pesanan, pengiriman sangat cepat, packing rapi, overall okey.. makasih dan sukses selalu.."
bintang 5,"paketnya sudah sampai, aman packing no bonyok bonyok, prosesnya agak lama, tapi pas udh di kurir, langsung wush wush sampe.. makasih ya Seller dan Tokopedia.. semoga suks..."
bintang 5,"Barang sesuai pesanan, respon penjualan & pengiriman cepat. Thank you"
bintang 5,"Barang sesuai pesanan, pengiriman cepat, packing rapi, overall okey.. makasih dan sukses selalu"
bintang 5,"Uda ngincar dr lama eh pas dapet diskon jd murah bangettt lgsg check out deh, selalu puas dgn produk skintific krn bagus & pckagingnya juga ga kaleng2 lah keliatan ma..."
bintang 5,"respon cepat, packing bgs, brg cepat sampai, brg komplit aman sampai sesuai pesanan, exp date masih lama 🙏☺️ makasih y sis , selalu senang & puas belanja disini"
bintang 5,bahannya ringan cuman ini aku salah pilih shade jadi agak keputihan 😂 overall mantap
bintang 5,"Barangnya bagus, kemasan bagus, packingnya aman , terlihat exclusive."
bintang 5,"Maaf br review. Br plg luar kota. Seller amanah dan barang sesuai deskripsi, pengiriman baik, packing baik. Istri saya suka. Terima kasih"
bintang 5,di aku yg kulitnya ga putih2 bgt varian petal ini paaaasss.. jd flawless kayak ga makeup tebel gt. texture ringan tp ga terlalu cover bopeng2 di wajahku. terima kasih Ski...
bintang 5,"respon cepat, packing bgs,brg cepat sampai, brg komplit aman sampai sesuai pesanan,exp date masih lama 🙏😊 makasih y sis"
bintang 5,Bagus sesuai exp masih lama 2025..semoga cocok ya coba Refill nya dulu..TRIms
bintang 5,Baru buka packaging . Belum coba . Packaging rapih dan aman . Datang cepat . Semoga cocok . Tetap tingkatkan pelayanan
bintang 5,Semoga shade nya cocok. Packaging aman dan bubble wrap tebal
bintang 5,"sekelas refill in sih bagus banget 😍😍... 
mulai dr packing aman banget, sampai kemasan produk'a juga bagus bangett... 
terima kasih ya 🙏🙏"
bintang 5,"ini cushion paling Keren dari sekian bnyk cushion yg prnh sy pakai. 1x tap aja udh bisa utk setengah wajah. hasilnya ringan di wajah. seller fast respon, barang PO tp gk..."
bintang 5,barang sesuai deskripsi.barang sesuai pesanan. respon penjual n pengiriman sangat bagus.
bintang 5,sangat bagus cocok banget dimuka jadinglowing masyaallah terimkasih skintificc sudah bikin aku cantikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkksksksksksksksnsnsn😋😋😋😋😋😋😋
bintang 5,"Barang sesuai deskripsi, packing bagus,aman.
Beli cushion ini karena sudah coba dan bener2 all coverage, no cakey👍
thank you skintific💜"
bintang 5,"Barang udah diterima sesuai deskripsi, dlm keadaan baik & aman.
Baru coba produk ini, semoga cocok utk kulit wajah-q."
bintang 5,"Barang sesuai pesanan, pengiriman sangat cepat, packing rapi, overall okey.. makasih dan sukses selalu.."
bintang 5,"paketnya sudah sampai, aman packing no bonyok bonyok, prosesnya agak lama, tapi pas udh di kurir, langsung wush wush sampe.. makasih ya Seller dan Tokopedia.. semoga suks..."
bintang 5,"Barang sesuai pesanan, respon penjualan & pengiriman cepat. Thank you"
bintang 5,"Barang sesuai pesanan, pengiriman cepat, packing rapi, overall okey.. makasih dan sukses selalu"
bintang 5,"Uda ngincar dr lama eh pas dapet diskon jd murah bangettt lgsg check out deh, selalu puas dgn produk skintific krn bagus & pckagingnya juga ga kaleng2 lah keliatan ma..."
bintang 5,"respon cepat, packing bgs, brg cepat sampai, brg komplit aman sampai sesuai pesanan, exp date masih lama 🙏☺️ makasih y sis , selalu senang & puas belanja disini"
bintang 5,bahannya ringan cuman ini aku salah pilih shade jadi agak keputihan 😂 overall mantap
bintang 5,"Barangnya bagus, kemasan bagus, packingnya aman , terlihat exclusive."
bintang 5,"Maaf br review. Br plg luar kota. Seller amanah dan barang sesuai deskripsi, pengiriman baik, packing baik. Istri saya suka. Terima kasih"
bintang 5,di aku yg kulitnya ga putih2 bgt varian petal ini paaaasss.. jd flawless kayak ga makeup tebel gt. texture ringan tp ga terlalu cover bopeng2 di wajahku. terima kasih Ski...
bintang 5,"respon cepat, packing bgs,brg cepat sampai, brg komplit aman sampai sesuai pesanan,exp date masih lama 🙏😊 makasih y sis"
bintang 5,Bagus sesuai exp masih lama 2025..semoga cocok ya coba Refill nya dulu..TRIms
bintang 5,Baru buka packaging . Belum coba . Packaging rapih dan aman . Datang cepat . Semoga cocok . Tetap tingkatkan pelayanan
bintang 5,Semoga shade nya cocok. Packaging aman dan bubble wrap tebal
bintang 5,"sekelas refill in sih bagus banget 😍😍... 
mulai dr packing aman banget, sampai kemasan produk'a juga bagus bangett... 
terima kasih ya 🙏🙏"
bintang 5,"ini cushion paling Keren dari sekian bnyk cushion yg prnh sy pakai. 1x tap aja udh bisa utk setengah wajah. hasilnya ringan di wajah. seller fast respon, barang PO tp gk..."
bintang 5,barang sesuai deskripsi.barang sesuai pesanan. respon penjual n pengiriman sangat bagus.
bintang 5,sangat bagus cocok banget dimuka jadinglowing masyaallah terimkasih skintificc sudah bikin aku cantikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkksksksksksksksnsnsn😋😋😋😋😋😋😋
bintang 5,"Barang sesuai deskripsi, packing bagus,aman.
Beli cushion ini karena sudah coba dan bener2 all coverage, no cakey👍
thank you skintific💜"
bintang 5,"Barang udah diterima sesuai deskripsi, dlm keadaan baik & aman.
Baru coba produk ini, semoga cocok utk kulit wajah-q."
bintang 5,Packaging dan kemasan baik. Warna sesuai dengan warna kulit. Belum dicoba semoga cocok.
bintang 5,"Fast respon, barang segera di proses dan sudah sampai, original sesuai deskripsi dan sesuai pesanan. makasih banyak gan"
bintang 5,"tipe kulitku kombinasi under tone kulitku netral
formulanya ngeblend ke skin tone, jadi setelah beberapa menit tidak terlalu putih berlebihan. highly recommend sis."
bintang 5,"bahannya ringan, pas banget sama aku...covernya bagus...."
bintang 5,Pesanan saya sudah sampai dengan cepat dan aman..  produk berkualitas sesuai deskripsi..  seller dan kurir fast respon..  puas belanja disini.
bintang 5,"maaf br review. br plg luar kota. kata istriku barang nya sesuai. packing baik. pengiriman baik. cuma sayang kurir nya di lempar pas nyampe rmh, krn ga ada orang. Untung..."
bintang 5,Pesanan saya sudah sampai dengan cepat dan aman..  produk berkualitas sesuai deskripsi..  seller dan kurir fast respon..  puas belanja disini.
bintang 5,Produk diterima dalam kondisi baik...packingnya aman...pengemasan dan pengiriman cepat...respon penjual baik … varian produk sesuai dengan pesanan….terimakasih
bintang 5,wah mantab sekali.. cushionny cocok d pakai kulit jenis medium.. pigmented bgt.. mudah diaplikasikan.. seller fast respon.. brg cepat sampai.. sptny bakal repeat order.....
bintang 5,"Produk sampai sesuai pesanan. Bagus kualitasnya, cocok dengan warna kulit saya. Dapat waktu harga promo. Exp 2025."
bintang 5,"tipe kulitku berminyak..baru mau coba semoga cocok di ak.untuk packing suka rapih dan amat bgt,pengiriman jg sat set.mantulll,semoga sllu amanah👍🏼"
bintang 5,warnanya cantik banget. pas dikulit aku. pas ditap sekali dimuka kek keterangan gitu warnanya. tapi pas udah diblend warnanya pas banget.
bintang 5,"Hebat nih pelayanan dari Seller nya, pesan pagi hari. Sore di hari yg sama produk sdh diterima dlm keadaan bagus (packing rapi). ED 20260719. Selamat Tahun Baru 2024. Tha..."
bintang 5,Teksturnya ringan dan gampang di ‘blend’. Cocok dengan warna kulit warm-neutral (kuning langsat kali yaa 😊) Refill kedua dan ketiga. Packing sangat baik dan pengiriman c...
bintang 5,Always fast response.. tipe kulitku berminyak
bintang 4,"Gampang diblend, tempatnya bagus dan kesannya mewah👍🏻"
bintang 5,"Fast respon, harus di cek langsung pakai yang mana. Jadi bisa langsung beli sesuai kode warna"
bintang 5,mantap bagus banget. dan juga packaging aman
bintang 5,you know lah. kualitas sesuai dengan harga. ringan dipakainya. dan bikin sat set
bintang 5,"produk bagus , sesuai..packaging bedak nya exclusive dan elegant.. cocok dikulit bedaknya"
bintang 5,Packaging dan kemasan baik. Warna sesuai dengan warna kulit. Belum dicoba semoga cocok.
bintang 5,"Fast respon, barang segera di proses dan sudah sampai, original sesuai deskripsi dan sesuai pesanan. makasih banyak gan"
